symbol,price,volume,side,source,price_ma,volume_ma,log_returns,volatility,price_momentum,is_peak
BTC/USDT,117574.61,5e-05,,binance,117572.0575,0.004048999999999999,1.9222021837547155e-05,4.78712065714543e-06,2.279999999998836,1
BTC/USDT,117575.0,0.0005,,binance,117572.317,0.0040715,3.317037183151342e-06,4.771984068455487e-06,2.6600000000034925,1
BTC/USDT,117575.01,0.0001,,binance,117572.57650000001,0.004066499999999999,8.505209063942568e-08,4.77198415633676e-06,2.6699999999982538,1
BTC/USDT,117575.04,5e-05,,binance,117572.80350000001,0.0040665,2.5515622890042915e-07,4.7136673435985695e-06,2.6999999999970896,1
BTC/USDT,117575.3,0.00018,,binance,117572.99250000001,0.004072999999999999,2.2113512573359136e-06,4.4405454517036005e-06,2.970000000001164,1
BTC/USDT,117576.0,0.0005,,binance,117573.179,0.0040955,5.95361369462815e-06,4.417442459838918e-06,3.6600000000034925,1
BTC/USDT,117576.01,0.0001,,binance,117573.36549999999,0.004097999999999999,8.505136744020896e-08,4.417442508099921e-06,3.679999999993015,1
BTC/USDT,117576.36,5e-05,,binance,117573.56899999999,0.004097999999999999,2.9767933021030306e-06,4.413043938903067e-06,4.0200000000040745,1
BTC/USDT,117576.37,0.0002,,binance,117573.771,0.004097999999999999,8.505110698190952e-08,4.417642262982854e-06,4.029999999998836,1
BTC/USDT,117576.38,5e-05,,binance,117573.973,0.004083,8.505109987648277e-08,4.417642319838495e-06,4.029999999998836,1
BTC/USDT,117576.38,0.0001,,binance,117574.17549999998,0.003978,0.0,4.415855747366351e-06,1.7700000000040745,1
BTC/USDT,117576.38,0.00036,,binance,117574.37749999999,0.003990499999999999,0.0,4.4175561312436686e-06,1.3800000000046566,1
BTC/USDT,117576.38,0.00034,,binance,117574.57949999999,0.004004499999999999,0.0,4.4175561312436686e-06,1.3700000000098953,1
BTC/USDT,117576.39,0.00016,,binance,117574.782,0.004,8.505109254901143e-08,4.415855804536102e-06,1.3500000000058208,1
BTC/USDT,117576.39,0.00074,,binance,117574.98500000002,0.003816499999999999,0.0,4.414064196250461e-06,1.0899999999965075,1
BTC/USDT,117576.4,0.0004,,binance,117575.188,0.003828999999999999,8.505108522154009e-08,4.414064253735384e-06,0.39999999999417923,1
BTC/USDT,117576.71,7e-05,,binance,117575.407,0.003815999999999999,2.6365800563870843e-06,4.397194627080996e-06,0.7000000000116415,1
BTC/USDT,117577.0,0.0005,,binance,117575.63999999998,0.003635999999999999,2.466471823936949e-06,4.3787302548812556e-06,0.6399999999994179,1
BTC/USDT,117577.01,0.0001,,binance,117575.87350000002,0.00023999999999999933,8.505064401894764e-08,4.376745204821677e-06,0.6399999999994179,1
BTC/USDT,117577.34,0.0002,,binance,117576.12299999999,0.0002374999999999993,2.8066671954760442e-06,4.356796059935019e-06,0.9599999999918509,1
BTC/USDT,117577.36,0.0001,,binance,117576.2605,0.00023999999999999933,1.701007889755676e-07,1.6843575635490432e-06,0.9799999999959255,1
BTC/USDT,117578.0,8e-05,,binance,117576.4105,0.0002189999999999993,5.44320996972433e-06,1.8824813275859233e-06,1.6199999999953434,1
BTC/USDT,117578.0,0.00042,,binance,117576.55999999998,0.00023499999999999932,0.0,1.8854065659432264e-06,1.6199999999953434,1
BTC/USDT,117578.19,0.0002,,binance,117576.71749999998,0.0002424999999999993,1.6159472562070735e-06,1.871299407567891e-06,1.8000000000029104,1
BTC/USDT,117578.56,5e-05,,binance,117576.8805,0.0002359999999999993,3.146837162923857e-06,1.9056143758670923e-06,2.1699999999982538,1
BTC/USDT,117579.0,0.0005,,binance,117577.0305,0.0002359999999999993,3.7421718441995807e-06,1.677111042598686e-06,2.6000000000058208,1
BTC/USDT,117578.56,0.00045,,binance,117577.15800000001,0.00025349999999999933,-3.742171844251571e-06,2.0061845811181355e-06,1.8499999999912689,1
BTC/USDT,117578.57,0.00035,,binance,117577.26849999998,0.0002684999999999993,8.504951558836138e-08,1.966430844184229e-06,1.570000000006985,1
BTC/USDT,117579.0,0.00035,,binance,117577.4,0.00027599999999999934,3.6571223285637925e-06,2.04534610281089e-06,1.9900000000052387,1
BTC/USDT,117579.01,0.00035,,binance,117577.5315,0.0002909999999999993,8.504919739846959e-08,2.0453461533992483e-06,1.6699999999982538,1
BTC/USDT,117579.32,0.00015,,binance,117577.6785,0.00029349999999999933,2.636521530024426e-06,2.054412957396523e-06,1.9600000000064028,1
BTC/USDT,117579.33,0.00325,,binance,117577.826,0.0004379999999999993,8.504896580596634e-08,2.051775208031176e-06,1.3300000000017462,1
BTC/USDT,117579.47,9e-05,,binance,117577.98050000002,0.00042549999999999934,1.1906847629093158e-06,2.030624650425552e-06,1.4700000000011642,1
BTC/USDT,117579.53,0.003,,binance,117578.1375,0.0005674999999999992,5.102930357455727e-07,2.019273736363265e-06,1.3399999999965075,1
BTC/USDT,117579.74,0.00332,,binance,117578.30500000001,0.0006964999999999993,1.7860235745956883e-06,1.9964778178740937e-06,1.180000000007567,1
BTC/USDT,117579.79,0.0001,,binance,117578.47450000001,0.0006814999999999993,4.252432379121325e-07,1.9858856685040808e-06,0.7899999999935972,1
BTC/USDT,117579.97,0.0004,,binance,117578.6375,0.0006979999999999993,1.5308741598238912e-06,1.966160407355657e-06,1.4100000000034925,1
BTC/USDT,117579.98,0.01225,,binance,117578.7865,0.0012854999999999993,8.50484957375777e-08,1.969409744991677e-06,1.4099999999889405,1
BTC/USDT,117579.99,0.00033,,binance,117578.93549999999,0.0012969999999999993,8.504848863215094e-08,1.969409813087807e-06,0.9900000000052387,1
BTC/USDT,117580.0,0.0006,,binance,117579.06850000001,0.0013169999999999992,8.504848130467961e-08,1.9513867841469166e-06,0.9900000000052387,1
BTC/USDT,117580.01,0.0001,,binance,117579.201,0.0013169999999999992,8.504847397720827e-08,1.953682752505664e-06,0.6899999999877764,1
BTC/USDT,117580.32,5e-05,,binance,117579.31700000001,0.0013154999999999994,2.6364991069091167e-06,1.7133401320120002e-06,0.9900000000052387,1
BTC/USDT,117580.96,0.00068,,binance,117579.46500000001,0.0013284999999999994,5.443072941193383e-06,1.962556152113867e-06,1.4900000000052387,1
BTC/USDT,117581.0,0.0005,,binance,117579.60550000002,0.0013434999999999994,3.4019107517641056e-07,1.9710486186033787e-06,1.4700000000011642,1
BTC/USDT,117581.01,0.0001,,binance,117579.728,0.0013459999999999993,8.504775055594694e-08,1.9299416653565096e-06,1.2699999999895226,1
BTC/USDT,117581.74,0.00169,,binance,117579.86500000002,0.0014054999999999994,6.208466264440473e-06,2.1748187811827416e-06,1.9500000000116415,1
BTC/USDT,117582.0,0.0005,,binance,117580.03700000001,0.001407999999999999,2.2112252508539693e-06,1.8511318307115943e-06,2.029999999998836,1
BTC/USDT,117582.08,5e-05,,binance,117580.2125,0.0013929999999999993,6.803760165520601e-07,1.8325036961910448e-06,2.1000000000058208,1
BTC/USDT,117582.26,0.00156,,binance,117580.37550000001,0.0014534999999999993,1.5308443448302074e-06,1.760585499705346e-06,2.2699999999895226,1
BTC/USDT,117583.0,0.00045,,binance,117580.575,0.0014584999999999993,6.293446574705499e-06,2.0436474459341717e-06,3.0,1
BTC/USDT,117583.0,0.00053,,binance,117580.759,0.0014774999999999992,0.0,2.0647592025409395e-06,2.9900000000052387,1
BTC/USDT,117583.01,0.0002,,binance,117580.943,0.0013249999999999994,8.504630415751348e-08,2.0647593029421993e-06,2.6899999999877764,1
BTC/USDT,117583.69,9e-05,,binance,117581.15400000001,0.0013249999999999994,5.783131710464605e-06,2.266466278978432e-06,2.7299999999959255,1
BTC/USDT,117584.0,0.0005,,binance,117581.37750000002,0.0011999999999999992,2.636416592686937e-06,2.2528828278964308e-06,3.0,1
BTC/USDT,117584.9,0.0002,,binance,117581.6355,0.0010439999999999994,7.654073306348091e-06,2.5935076980081688e-06,3.889999999999418,1
BTC/USDT,117585.0,0.0006,,binance,117581.896,0.0010689999999999992,8.504489733229864e-07,2.5799507736538505e-06,3.2599999999947613,1
BTC/USDT,117585.2,5e-05,,binance,117582.1575,0.0010514999999999993,1.700895776764991e-06,2.5778555395316408e-06,3.1999999999970896,1
BTC/USDT,117585.47,5e-05,,binance,117582.432,0.0004414999999999993,2.296204709539871e-06,2.5282323953757346e-06,3.389999999999418,1
